Polarity,Text
Neg,الاكاديا أشوفه غير ناجح و لا هو منتشر وحساس.
Neg,الاكاديا معروف خراباته كثير.
Pos,"سيارة لها معي أكثر من 5 سنوات ما صلحت فيها الا البخاخات من يوم شريتها مستخدمة,عزمها جبار وراسية وصرفيتها ممتازة."
Neg,لاحظت فيها مشكلة من أول ما طلعتها من الوكالة لما امر على مطبات خفيفة وانا لاف الدركسون أسمع صوت طرطقة حديد كأنه في شي فالت.
Neg,الفورد أفشل مكيف امريكي من تجربة.
Neg,القطع مو متوفرة و صعب تلقاها.
Neg,انا ما انصحك بهذي السيارات لان قطعها اكيد غالية وصيانتها مكلفة .
Mix,الطاره تصميمها سيء اما باقي الداخلية جميلة.
Neg,عندي مشكلة في امبير البانزين حق الاسكاليد انه خربان ما يعطيني القراءة صح.
Neg,الاكورد بالنسبه لي احذفها بسبب سعرها الشاطح.
Pos,قطعه رخيصة وسيارة مكده عن تجربة و لازالت سيارتي شبح 500 موديل 1998 ما شاءالله تبارك الله قليلة أعطال وقطعها رخيصة تعتبر أرخص قطع غيار من أي سيارة أخرى وعن تجربة.
Neg,عندي تفتفة بسيطة ونفضة و الموتر واقف.
Neg,فيه صوت يطلع من الديكور اذا شغلت المكيف.
Pos,سيارة ممتازة وعملية وقطعها رخيصة.
Neg,للأسف ما فيها حساسات و لا كاميرا و لا تكييف خلفي.
Mix,أشوف أكبر عيب فيها ما فيها مكيف خلفي اما كمواصفات وسعر ممتازة.
Neg,أشوف سعره مبالغ فيه بالنسبة لي.
Neg,عندي مشكلة في ضعف عزم كامري 2000 4 سلندر ووديتها الورشة وكشفت كمبيوتر وطلع لي حساس الحرارة اللي في الكوع.
Neg,عداد السيارة فيه مشكلة.
Neg,فيه صوت يشبه صوت الرن عند بدايه التشغيل.
Neg,نصيحة ابعد عنها عده أسباب موديلها قديم وقطع غير متوفرة لا في الوكالة وغالي غير منتشرة شف لك غيرها.
Neg,المشكلة فى دبة التلوث وده عيب مصنعى فى الالنترا.
Pos,سواقته حلوة ومريح وصيانة يتحمل صرف بنزين اقتصادي كثير و عزمه قوي.
Neg,ابعد عنها نصيحة موديلها قديم وقليلة الانتشار وقطعها غالية ونادرة.
Pos,اكسنت افضل لك بتحصل 2008 قطع متوفرة رخيصة عملية ممتازة.
Neg,كان معي لانسر 2002 و أتعبتني بالقطع. ميزة المستوبيشي صبور ويتحمل لكن في الصيانة مو كل احد يعرف له وسعر قطعة غالية ونادرة.
Pos,السبب الي خلاني اشتريه يقولوا انها قوية وتتحمل فيها انطلاقه بالخط.
Neg,غالبية ملاك الماغنا يشتكون بعدم توفر قطع غيار لها.
Neg,كفراتها نكسن كانت مزعجة جدا تسمع صوت الازفلت بوضوح.
Neg,اذا شغلت السيارة أسمع صوت طقة في الطبلون او تحت الدركسون.
Neg,انا من رأيي لك سيارة ما تصلح للاستخدام الشخصي و العائلي وصوتها كله ازعاج.
Neg,عندي تهريب بصوفة العكس.
Neg,سعره مبالغ فيه جدا.
Pos,الموستنج من افضل السيارات الرياضية كسعر وجوده وصيانة وغير معقدة اطلاقا.
Mix,انا مستخدم للموستنغ من 3 سنين تقريبا و الحمد لله عملية جداً بس عيبها تصرف بنزين في مشاوير البلد لكن في الخطوط ما تصرف و اقتصادية في الخط.
Neg,عندي كيا اوبتما 2015 مكيفها ما يبرد ودفع الهواء مره ضعيف مدري وش المشكلة.
Pos,"سيارة عملية وسبور وقطع غيار رخيصة, توكل على الله."
Pos,هي ملكة ذي الفئة وافضل من الكمارو و التشالنجر عملية أكثر ووكيلها افضل وقطعها متوفرة.
Neg,المكينة ضعيفة التريلات بتسبقه.
Neg,العيب في الوكيل عندنا ما يرسل تقارير عن عيوب او أعطال السيارات عشان الشركة تتلافى هذة العيوب.
Pos,لايخفى عليكم السمعة الطيبة لسيارات تويوتا وماسكة سعرها بالسوق بحجة انها عملية وحقت كرف وقطعها متوفرة ورخيصة.
Pos,الكابريس صرفيته بالخطوط جدا ممتاز.
Neg,الجيوب تحرق البنزين حرق.
Neg,إنفقع الرديتر وارتفعت الحرارة.
Mix,صح لا راحه و لا رحابة لكن تخدم.
Pos,رجعت للياباني رخيص وكويس.
Mix,TOYOTA ما لها مثيل تكد وتصبر صح انها قاسية وغير مريحة بالشكل المطلوب لكن ما يهم المهم ان السيارة تصبر وتكد.
Mix,"مميزاته عزم وراحه, عيوبه يفرش في الارض اذا معاك عائلة ما شاء الله يحك في المطبات."
Mix,رغم كرهي لتويوتا بسبب الوكيل إلا أن كلمة الحق أن سياراته أكثر سيارات اعتمادية وقلة أعطال.
Mix,الموتر ممتاز عزم وقوة لكن نازل شوي ويحك في المطبات.
Mix,تويوتا صحيح أسعار عالية ومواصفات قليلة لكن سيارات تتحمل الكرف وتتحمل تضاريسنا وسواقتنا بخصوص قطع الغيار تعتبر متوسطة الى غالية.
Neg,عيوب تويوتا ارتفاع سعرها وقلة المواصفات.
Neg,واحد من الشباب يسب الاكورد يقول فحماتها غالية.
Neg,ريحة حريق قوية في السيارة.
Mix,التويوتا في القطع الأسعار ممكن تكون غالية لكن ركب و انسى وموتر كد ويستاهل سعره.
Neg,عندي مشكلة الي هي السيارة فيها نفضة خفيفة من سرعة 20 الى 60  تحس السيارة تثقل.
Pos,بالنسبة للميزات في الصني مكيف ممتاز وواسعة داخليتها بالمقارنة مع المنافسين وأقل سعر في فئتها.
Neg,هذا هو الــ CVT الخايس مهما طبلت له الناس فيه ناس عندهم مواضيع لــ 2015 يا دوبهم استخدموه كم شهر الا وفيه رجة ولما يراجعون الوكالة ما يعرفون يصلحونه ويقولون لهم نبدل لكم الجير !! اذا الوكالة مو قادرة تتعامل معه كيف بسباكين الورش !؟.
Neg,انحاش يا اخوك اعرف واحد كان شغال بشركة الحاج حسين الي هي وكيل جيلي يقول أسوأ سيارات سيارات جلي حتى القطع بالوكالة مو متوفرة واذا توفرت تكون غالية.
Neg,عزمها ضعيف و السرعة كحد أقصى لا تتجاوز 80 كلم/س.
Neg,الديزل غثيث جدا تلقى الطرمبة فيها مشكلة اكيد او مقفلة الفلتر من الاوساخ و لا تتوقع الكثير منها ممكن بأحسن حالاتها تجيب 110 او 120.
Pos,انا كانت معاي التيما 2014 ماخذها وكالة ما كملت سنتين الا و القير خبط و بعتها و الله يعوض على خير منها.
Mix,الوجهيه ومن الجنب حلوة لكن خلفيتها ماش.
Pos,القير بطبيعته قير ممتاز وحلو وانا مستخدمة من عشر سنين ومحافظ عليه واي سيارة بتحافظ عليها راح تخدم معاك اذا اهتميت بزيوتها ونظافتها واهتميت بالصيانة المطلوبة.
Pos,ما شاء الله تبارك الله تصميم الوجهية رهيب.
Mix,جميلة جدا لكن سعرها مبالغ فيه بشكل كبير اجل الستاندر 98 و السبيشل ب 107 بدون ضريبة.
Mix,و الله حلوة بس السعر واجد.
Neg,بعض السيارات مهما تحافظ عليها لابد من المشاكل بسبب سوء التصنيع واذا تبغى الشور ابعد عنها.
Pos,صرفيته أشوفها معقولة جدا.
Pos,و الله سيارة ما عليها كلام وخدومة.
Neg,يعيبها قساوة المراتب و العزل سيء جدا.
Pos,سيارة جبارة عيبها الوحيد غلاء القطع.
Neg,علبة الدركسون دايم تخرب وغيرت بعد الاصلاح كم شهر ورجعت تهرب زيت.
Mix,قطعها غالية بس تستاهل تحط فيها لأنها تكد معاك وتطول.
Neg,ابرز عيب فيها قير CVT و كثير من ملاك الالتيما طاحت قيورهم قبل ممشى 100 الف.
