Text,Polarity
المقاول السوري و الفلسطيني يجب مراقبته على مدار الساعة و لا تثق به وإذا أستطعت أن تتجنبهم فأنت الربحان.,Neg
للأسف أغلب العمالة العربية و ليس كلهم طبعا لابد تكون حريص و مفتح عينك معهم.,Neg
احذر المقاول السوري و ستجد الخير حليفك.,Neg
قيمة قرض الصندوق العقاري تكفي.,Pos
حسبي الله عليهم تجار التراب اللي ضيقوا علينا.,Neg
اللي مسوي فيها ولد عز يسلمها لمقاول و الله لا ياكلك أكل و خلي العز يفيدك.,Neg
مقاول زين شغله ممتاز لا يزيد عن 90 ريال للمتر.,Pos
تدفع من عمرك 30 سنه او اربعين سنه اقساط تقص الظهر ومن تخلص اقساطك يكون عمرك راح و على القبر و عيالك يكونون متوظفين و متزوجين و يبيعون الفيلا و اخرتها لا تهنيت بعمرك و حياتك و لا هنيتهم معك بشبابك.,Neg
القيمة المضافة، رفعت أسعار الأراضي للأسف 25 الف لارض قيمتها 500 الف مبلغ كبير يضاف على المشترى.,Neg
"موقع ارض محطة القطار العملاق, سيبدأ العمل بتطويره و توزيعه قريبا و هذا الموقع كفيل بتحطيم الأسعار في تلك المنطقة.",Pos
جميع هذه المواقع و التي تحتوي على الاف القطع المجانية و كذلك الاف الوحدات السكنية ستخفض الأسعار و بشكل كبير جدا و هذه لا يجادل فيها انسان عاقل.,Pos
"يتميز بأهم ثلاثة عناصر والتي لاتوجد في الشغل المغشوش الحالي, الجودة العالية, التكلفة المنخفضة, سرعة الإنجاز , عندها لن  يلتفت أحد للعقارات القائمة ذات البناء الردئ في غالبه بل الكوارثي في بعضه.",Mix
"كان الله في عونه, عينة بسيطة ممن تورطوا في قروض البنوك الغالية جدا و الان يحاول الهروب.",Neg
متورط اخر مع البنوك لاحظوا الفرق في السعر 150 الف ريال كان الله في عونه.,Neg
سعر مخطط الشرق كثير عليه 700 الف إزعاج طائرات و مخطط غير مرغوب.,Neg
العقار بالمدينة نازل و بقوة و لا يوجد احد يشتري الآن.,Pos
العقار و الله انه ما عاد احد يقدره بعد دخول البنوك دمروه، و رفعوا تكلفة امتلاكة ثلاثة اضعاف.,Neg
العقار لم يعد قابل للاستثمار بهالأسعار ما يجيب حتى 2٪.,Neg
"دور و ثلاث شقق تطلع عن طريق البنك مليونين و نصف ما تجيب حتى 100 الف ايجار بالكامل, خسارة في رابعة النهار.",Neg
الاسعار اللي ينقلها لكم همام عن مخطط الشرق او الملك فهد مبالغ فيها جدا.,Neg
هذه حركات يقوم بها بعض المرجفين و الشريطية ممن يملكون مكاتب هناك لرفع اسعار بعض المناطق الغير مرغوبة.,Neg
العقار نزل في المدينة بأكثر من 60% و لا زال للنزول بقية. و ا لأسعار الحالية مبالغ فيها جدا.,Mix
مع اكتمال مشاريع الاسكان سترى نزول قوي جدا في الايجارات و بالتالي نزول في العقار بجميع انواعه.,Pos
المشكلة الأساسية في العقار هي إرتفاع قيمة الأرض و هذه بحول الله ستحل بالرسوم و توزيعات الإسكان المجانية.,Mix
يستطيع المواطن تملك الارض بأسهل الطرق و مع البناء بالطرق الحديثة ستنخفض تكلفة البناء.,Pos
يعتبر منطقة شعبية محد يبيها آخر ابو مرخة و يشتكون من السرقات.,Neg
العقار بأسعاره الحالية مجرد محرقة للمال و لا تنسى النزول المتواصل للإيجارات مما يجعله يفقد قيمته كإستثمار.,Neg
مع توزيعات الاسكان و اعطاء المواطنين قروض للبناء الذاتي ستجد مزيد من الوحدات السكنية الشاغرة و بالتالي مزيد من النزول في الايجارات يتبعه نزول في قيمة العقار نفسه.,Pos
للعلم مخطط العوينة و ما جاورها هذه مخططات ليست لها قيمة.,Neg
هذه المخططات بعيدة و انتفخت اسعارها بدون سبب مقنع.,Neg
"العقار باسعاره هذه غير مجدي استثماريا و يعتبر خسارة, 5% دخل قليل جدا و ربما تفاجيء ان الدخل هبط الى 4-3%.",Neg
هذه الأموال هي سبب رفعة العقارات للأسف.,Neg
أرض كانت بمخطط الشرق بعشرة مليون و صارت ب 600 الف و هي اصلا ما تسوى 600 الف من أساسه.,Neg
"الذي نراه الآن هروب و تخارج من العقار و الدليل لدينا في المدينة المنورة, أكبر تاجر عقار و مطور و هو المحيسن تخارج تقريبا من جميع مخططات و باعها.",Pos
"المصيبة للأمانة تكمن فيمن اشترى عن طريق البنوك و بأسعاره مضاعفة مرتين و ثلاث و على مدى 30 سنة, هنا الكارثة.",Neg
البناء تقريبا متوقف الآن بسبب اما تكلفته اللي فوق القدرة او عدم جدواه استثماريا.,Neg
المدينة ما فيها مشكلة سكن من أساسه و ايجارتها بسيطة من مبطي.,Pos
البناء بالطرق الحديثة و الذي يتميز بالجودة و الرخص و سرعة الانجاز عندها سترى ملايين الوحدات السكنية معروضة و ربما تحت سعر تكلفتها.,Pos
هم رفعوا أسعار البيوت الدور الواحد.,Neg
ارض الحرس العملاقة شرق تقاطع الامام البخاري مع طريق الجامعات سيعلن عن استلامها قريبا و هي ذات موقع استراتيجي و داخل حد الحرم و مساحتها عملاقة.,Pos
ارض خام للبيع شمال الرياض موقع مميز جدا على طريق الملك عبدالعزيز.,Pos
خلال السنوات القليلة القادمة سوف يحدث تعثر للكثير من المواطنين عن سدد القروض العقارية بسبب الفوائد الكبيرة التي فرضت عليهم من البنوك.,Neg
الأسوء هنا ان المقترض ممكن يفقد وظيفته و بالتالي لا هو اللي حفظ ماله و لا ملك عقاره و سيتم طرده مع بناءه الى الشارع و بيع المنزل بالمزاد.,Neg
ان كان مالك العقار متوفي سيتم طرد الورثة و بيع المنزل بالمزاد. و خل الابن البار ينفع اهله مع يهود البنوك.,Neg
البقاء بالاجار أرحم بكثير من دفع ثلث الراتب على فلل الكراتين او حتى الفلل ذات الجوده اذا كانت اسعارها بهذا المبلغ الخيالي هل يعقل اشتري فيلا بمليون و يحسبها علي البنك بمليون و نص.,Neg
ما تورث عيالك ديون و آخرتها البيت بيرجع للبنك و انت بالشارع.,Neg
اما الفوائد الحالية لتصريف العقار فحرام خافوا الله يا بو تلقيمة.,Neg
حسبنا الله على من اوصل اسعار العقار الى هذا الارتفاع.,Neg
 مسألة اني ارهن راتبي للبنك و كل سنة يرفع نسبته معصي.,Neg
في ظل النسب الفلكية لفوائد البنوك.,Neg
